X,V1,V2,V3,V4,V5,V6,V7,V8,Crop
832,0.081880003,0.072279997,0.066160001,0.071719997,0.143099993,0.00102,0.174319997,0.11778,Winter Wheat
833,0.081050001,0.069430001,0.061620001,0.062619999,0.138280004,0.00084,0.138400003,0.095589999,Winter Wheat
835,0.074199997,0.0616,0.052080002,0.045340002,0.15422,0.00088,0.110679999,0.06312,Corn
839,0.073040001,0.05996,0.056060001,0.041480001,0.187720001,0.0009,0.099540003,0.049600001,Corn
843,0.08501,0.075599998,0.06927,0.078359999,0.122609999,0.00094,0.154849999,0.118469998,Winter Wheat
845,0.072949998,0.05981,0.05435,0.040250001,0.194159999,0.00095,0.096989997,0.047109999,Corn
846,0.073480003,0.059859999,0.05398,0.0381,0.220200002,0.00078,0.102499999,0.04758,Corn
850,0.072959997,0.05948,0.0537,0.039239999,0.189960003,0.00094,0.096639998,0.047600001,Corn
851,0.073019996,0.059500001,0.048760001,0.039299998,0.183679998,0.00084,0.100720003,0.054140002,Corn
852,0.07277,0.05916,0.047740001,0.03706,0.179269999,0.00072,0.100230001,0.05257,Corn
853,0.073010001,0.058659999,0.04848,0.034399999,0.184100002,0.00094,0.098510001,0.050450001,Corn
857,0.077880003,0.065899998,0.055199999,0.05838,0.110420004,0.00104,0.125180006,0.087180004,Corn
858,0.072659999,0.058839999,0.051689999,0.036050001,0.198510006,0.00094,0.094190001,0.045770001,Corn
859,0.07212,0.058019999,0.049360001,0.038459999,0.186799996,0.00063,0.093459997,0.047290001,Corn
862,0.0726,0.058639999,0.05325,0.0362,0.201450005,0.00093,0.089599997,0.04245,Corn
865,0.072250001,0.05765,0.048669999,0.03229,0.180810004,0.0009,0.08495,0.04112,Winter Wheat
867,0.084380001,0.074829999,0.069090001,0.076370001,0.132070005,0.00108,0.177820005,0.12452,Winter Wheat
868,0.081149999,0.069980003,0.06161,0.06484,0.114659999,0.0008,0.160690002,0.11561,Winter Wheat
871,0.082660001,0.072300002,0.064550001,0.07251,0.115310002,0.00098,0.153059997,0.11679,Corn
872,0.071959998,0.057869999,0.051860001,0.034340002,0.222660005,0.00094,0.090659998,0.04074,Corn
873,0.078380004,0.065700002,0.05858,0.05116,0.178259999,0.00088,0.136460006,0.082979999,Winter Wheat
877,0.071399998,0.057669999,0.053160001,0.03418,0.226209998,0.0011,0.090810001,0.04071,Corn
878,0.083099999,0.07291,0.065220002,0.071520001,0.110640001,0.001,0.141430005,0.112119999,Winter Wheat
879,0.072300002,0.0581,0.05006,0.033799998,0.218439996,0.00086,0.092160001,0.041540001,Corn
881,0.080920003,0.06882,0.057539999,0.059900001,0.089019999,0.00072,0.113260001,0.093039997,Winter Wheat
883,0.0726,0.058800001,0.046640001,0.035879999,0.159580007,0.00072,0.090180002,0.047680002,Corn
884,0.073360004,0.059900001,0.050579999,0.03994,0.175579995,0.00074,0.101279996,0.053380001,Corn
885,0.084179997,0.074600004,0.06718,0.076240003,0.124920003,0.00096,0.198080003,0.14452,Winter Wheat
890,0.071910001,0.057500001,0.05033,0.03301,0.22202,0.00092,0.088040002,0.03912,Corn
891,0.073119998,0.059319999,0.05211,0.03602,0.217540003,0.00101,0.094559997,0.04387,Corn
897,0.074990001,0.06284,0.06009,0.061970001,0.147310004,0.0011,0.119439997,0.07649,Corn
898,0.073380001,0.060279999,0.05036,0.043819999,0.148610003,0.00084,0.105919998,0.060079999,Corn
899,0.07291,0.057580002,0.053709999,0.02847,0.316849992,0.00102,0.135669999,0.05799,Winter Wheat
903,0.072279997,0.05844,0.051460002,0.037140001,0.195700005,0.001,0.096199997,0.04716,Corn
906,0.07282,0.059300002,0.05432,0.04002,0.188519999,0.001,0.09488,0.046599999,Corn
907,0.080159999,0.069420002,0.060120001,0.063780002,0.111979999,0.00088,0.155139998,0.107500002,Winter Wheat
908,0.071939997,0.05748,0.049899999,0.032019999,0.235719994,0.00072,0.088979997,0.038180001,Corn
910,0.078230001,0.066260003,0.055980001,0.06129,0.10808,0.00092,0.133590005,0.097900003,Winter Wheat
911,0.071359999,0.0568,0.047139999,0.03074,0.230179995,0.00096,0.08354,0.035840001,Corn
915,0.0801,0.06944,0.05968,0.0647,0.108860001,0.00074,0.16144,0.115160003,Winter Wheat
917,0.073040001,0.059239998,0.051959999,0.036829999,0.204709999,0.00096,0.092489999,0.043060001,Corn
919,0.073100001,0.058079999,0.050859999,0.030780001,0.329840004,0.00088,0.11118,0.045219999,Corn
921,0.079719998,0.068459999,0.05917,0.061939999,0.111279998,0.00088,0.153640002,0.10777,Winter Wheat
923,0.075290002,0.06167,0.05982,0.04042,0.251310006,0.00098,0.133770004,0.067250002,Winter Wheat
924,0.07381,0.05937,0.054500001,0.034740001,0.250819996,0.0011,0.128809996,0.05868,Winter Wheat
926,0.073100001,0.057780001,0.053100001,0.02912,0.304259986,0.00102,0.135580003,0.059319999,Winter Wheat
928,0.07457,0.060529999,0.05294,0.036489999,0.220720001,0.00101,0.112300001,0.055339999,Winter Wheat
929,0.072520003,0.057240002,0.052239999,0.027720001,0.310979992,0.00116,0.131940007,0.057080001,Corn
931,0.072939999,0.05992,0.05288,0.04308,0.171939999,0.00102,0.10227,0.05445,Corn
932,0.08165,0.071490001,0.063049998,0.069470003,0.118250001,0.00083,0.175010003,0.122250002,Winter Wheat
933,0.072740003,0.05892,0.05357,0.036390001,0.219869994,0.00096,0.09581,0.04336,Corn
934,0.08357,0.073109999,0.064819999,0.070689999,0.103050001,0.00082,0.136550002,0.10644,Corn
937,0.072860003,0.05776,0.05333,0.02925,0.297069997,0.00094,0.132930003,0.056920001,Winter Wheat
941,0.084239997,0.074280001,0.066799998,0.073360004,0.105339997,0.00104,0.136920005,0.108039998,Corn
942,0.07322,0.05995,0.04737,0.0415,0.140819997,0.00093,0.104200002,0.061149999,Corn
946,0.073179998,0.060260002,0.046459999,0.04298,0.098719999,0.0007,0.101360001,0.065180004,Corn
948,0.073339999,0.060839999,0.048659999,0.045899998,0.12872,0.00106,0.116860002,0.071780004,Corn
955,0.079160001,0.068389997,0.057540001,0.062520001,0.103879999,0.00117,0.180159993,0.124290001,Winter Wheat
957,0.08481,0.075879999,0.071220003,0.08061,0.130999997,0.00093,0.167379998,0.119200002,Winter Wheat
959,0.074519999,0.061659999,0.055020001,0.041480001,0.213339999,0.00098,0.110859998,0.054439999,Corn
960,0.0735,0.060339998,0.049600001,0.041719999,0.14982,0.00082,0.101779997,0.058079999,Corn
961,0.074239999,0.061960001,0.052930001,0.048559999,0.13312,0.00098,0.119180001,0.070699997,Corn
963,0.072700001,0.05852,0.051399998,0.03582,0.230360001,0.00102,0.122579999,0.054359999,Winter Wheat
965,0.07841,0.067189999,0.057149999,0.058530001,0.112429999,0.00103,0.171639994,0.116319999,Winter Wheat
966,0.073370002,0.059999999,0.04992,0.04097,0.15636,0.00087,0.101070002,0.056149999,Corn
967,0.073040001,0.059640002,0.049260002,0.038940001,0.182400003,0.0009,0.099880002,0.05288,Corn
969,0.07649,0.064790003,0.05631,0.05383,0.145019993,0.00102,0.123500001,0.076809999,Corn
970,0.079620004,0.068279997,0.05824,0.062519997,0.105379999,0.001,0.162560001,0.118179999,Winter Wheat
972,0.07406,0.060819998,0.05446,0.042959999,0.179639995,0.00094,0.105060004,0.054559998,Corn
973,0.073700003,0.06078,0.056200001,0.04462,0.144899994,0.00098,0.10362,0.0612,Winter Wheat
974,0.074109998,0.061719999,0.0494,0.047780002,0.10108,0.0008,0.113600001,0.07508,Corn
975,0.072280001,0.059039999,0.054510001,0.03799,0.206859998,0.00084,0.097280003,0.045019999,Winter Wheat
976,0.073019996,0.06002,0.046500001,0.041919999,0.108560003,0.00098,0.105740003,0.066600002,Corn
977,0.073169999,0.059999999,0.04752,0.042270001,0.127800003,0.00094,0.1039,0.062710002,Corn
978,0.073100001,0.059700001,0.050020002,0.038620001,0.165029995,0.0008,0.101429999,0.053909998,Corn
979,0.072020002,0.05804,0.048500001,0.036599999,0.178970002,0.00086,0.086890001,0.04291,Corn
981,0.072939999,0.059739999,0.049199998,0.041299999,0.131259993,0.00094,0.114560001,0.063160002,Corn
983,0.074019998,0.061500002,0.052919999,0.045460001,0.164780006,0.00092,0.109240003,0.0623,Corn
984,0.084639996,0.075479999,0.068920001,0.078680001,0.131479993,0.00094,0.191479996,0.13978,Winter Wheat
986,0.08004,0.068599999,0.062399998,0.06078,0.132960007,0.00086,0.143940002,0.096600004,Winter Wheat
987,0.073859997,0.061000001,0.054079998,0.04386,0.172440007,0.0008,0.104319997,0.0559,Corn
988,0.072080001,0.05796,0.05246,0.034839999,0.224519998,0.0008,0.095459998,0.043000001,Corn
989,0.083380003,0.073459998,0.067049999,0.07257,0.121989999,0.00105,0.175280005,0.128059998,Winter Wheat
990,0.073660001,0.060959999,0.047820002,0.044780001,0.102140002,0.00086,0.11028,0.071680002,Corn
992,0.073639996,0.060460001,0.057879999,0.041620001,0.184919998,0.0008,0.100759998,0.050140001,Corn
993,0.07265,0.05938,0.05597,0.03946,0.217079997,0.00086,0.10072,0.04648,Corn
995,0.07418,0.061830001,0.04927,0.04752,0.103799999,0.00097,0.114019997,0.0744,Corn
996,0.074220002,0.06146,0.053040002,0.043099999,0.187900007,0.0009,0.11332,0.060040001,Corn
998,0.072559997,0.05913,0.04824,0.039580001,0.138810001,0.0009,0.093030002,0.05132,Corn
999,0.073880002,0.0612,0.047959998,0.045940001,0.0955,0.00088,0.109999999,0.073519997,Corn
1000,0.073540002,0.060219999,0.0515,0.042959999,0.176919997,0.00076,0.110919997,0.0592,Corn
1002,0.07282,0.059280001,0.05125,0.039929999,0.171960004,0.00092,0.096700002,0.04874,Corn
1003,0.07418,0.061220001,0.049279999,0.045740001,0.113200001,0.00094,0.111100003,0.068800002,Corn
1004,0.0746,0.061720001,0.054769998,0.0426,0.223099999,0.00076,0.117239997,0.05914,Corn
1005,0.082690001,0.07172,0.063410001,0.06935,0.113339998,0.00098,0.169500001,0.126900002,Winter Wheat
1007,0.07288,0.059319999,0.048939999,0.03932,0.149680004,0.00078,0.094520003,0.051059999,Corn
1008,0.082680002,0.072740003,0.065339997,0.071900003,0.118759997,0.00094,0.176200002,0.128900006,Winter Wheat
1009,0.082939997,0.0722,0.063419998,0.068039998,0.106299996,0.0009,0.131200001,0.10238,Winter Wheat
1010,0.079060003,0.068319999,0.06216,0.069700003,0.132599995,0.00102,0.142299995,0.099720001,Corn
1012,0.079879999,0.068849999,0.06219,0.06116,0.138080001,0.00087,0.145459995,0.096960001,Winter Wheat
1018,0.079810001,0.068829998,0.058839999,0.06377,0.10712,0.00094,0.171630003,0.119419999,Winter Wheat
1019,0.083760001,0.075369999,0.070239998,0.081730001,0.151629999,0.00118,0.185419999,0.128079996,Winter Wheat
1020,0.072480001,0.05872,0.048780002,0.037719999,0.158720002,0.00078,0.094020002,0.04882,Corn
1022,0.07291,0.059020001,0.05012,0.036359999,0.194069996,0.00091,0.096109997,0.046680002,Corn
1024,0.073820002,0.061159998,0.0482,0.04586,0.097340003,0.00082,0.112499997,0.0744,Corn
1028,0.088610001,0.079559997,0.075380001,0.083979998,0.13758,0.00076,0.154399998,0.117849998,Corn
1029,0.080640003,0.06876,0.05872,0.061500002,0.090520002,0.00094,0.109980002,0.084140003,Winter Wheat
1030,0.089100003,0.080540001,0.077799998,0.088660002,0.137020007,0.00082,0.154039994,0.12274,Corn
1033,0.073040001,0.060079999,0.0447,0.041219998,0.065700002,0.00062,0.103399999,0.083619997,Corn
1038,0.072640002,0.058680002,0.050140001,0.036139999,0.193560004,0.0009,0.094939999,0.046119999,Corn
1039,0.074239999,0.06244,0.0506,0.051759999,0.095760003,0.00082,0.121179998,0.08224,Corn
1044,0.091509998,0.08354,0.082260001,0.094159998,0.136529997,0.0009,0.16375,0.131860003,Corn
1051,0.079889998,0.067400001,0.077210002,0.04799,0.279880002,0.00096,0.122649997,0.059230002,Winter Wheat
1055,0.082120001,0.07048,0.079299998,0.05735,0.243070006,0.00107,0.141059995,0.078159999,Winter Wheat
1058,0.081890002,0.070349999,0.07793,0.057669999,0.227370001,0.00107,0.139230005,0.079130001,Winter Wheat
1059,0.07443,0.06161,0.054020001,0.04321,0.169229999,0.00091,0.147840001,0.075790003,Winter Wheat
1061,0.074080002,0.060860001,0.05304,0.040849999,0.163770005,0.00087,0.141100004,0.072470002,Winter Wheat
1062,0.073720001,0.060199998,0.062739998,0.040139999,0.207800001,0.00082,0.104960002,0.05006,Corn
1064,0.082380001,0.071210001,0.075709999,0.060910001,0.207939997,0.00097,0.142269999,0.085469998,Winter Wheat
1071,0.071620002,0.057560001,0.048360001,0.033599999,0.237619996,0.00102,0.093740001,0.042739999,Corn
1072,0.07198,0.05796,0.051899999,0.036279999,0.184740007,0.00096,0.087820001,0.041359998,Corn
1073,0.074079998,0.06044,0.052379999,0.041839998,0.154620007,0.00094,0.097860001,0.051940002,Winter Wheat
1075,0.082759999,0.071879998,0.067620002,0.067460001,0.146860003,0.00114,0.15636,0.104999997,Winter Wheat
1080,0.0722,0.058489999,0.050999999,0.033600001,0.256269991,0.00095,0.09874,0.043159999,Corn
1084,0.079440001,0.069109999,0.062310001,0.068269998,0.117170002,0.00096,0.122930001,0.089389998,Corn
1085,0.071400002,0.057119999,0.04772,0.033539999,0.219940007,0.00096,0.095399998,0.043919999,Corn
1087,0.083679996,0.073799998,0.066339999,0.076300003,0.131840006,0.00106,0.2042,0.138339996,Winter Wheat
1092,0.071900003,0.05838,0.047940001,0.038520001,0.160119995,0.00094,0.10024,0.054079998,Corn
1094,0.074729998,0.061150001,0.05484,0.041299999,0.216770001,0.00102,0.132830001,0.069400001,Winter Wheat
1095,0.075259998,0.06188,0.056419998,0.044799998,0.195299998,0.00102,0.108819999,0.062639996,Corn
1099,0.07364,0.060860001,0.054580001,0.043900002,0.168839999,0.00105,0.105800003,0.059699999,Corn
1101,0.080700003,0.06938,0.06098,0.065020002,0.115840003,0.00102,0.151120007,0.105159998,Winter Wheat
1102,0.081919998,0.070260003,0.064520001,0.06174,0.138559997,0.00098,0.133379996,0.093280002,Winter Wheat
1103,0.072779998,0.0592,0.05218,0.04042,0.199139997,0.00106,0.105360001,0.053300001,Corn
1104,0.0735,0.059900001,0.05398,0.037579998,0.221379995,0.00102,0.101340003,0.046500001,Corn
1105,0.072400004,0.058740001,0.050840002,0.0392,0.176599994,0.00096,0.097139999,0.0493,Corn
1106,0.073919997,0.06085,0.052839998,0.041169999,0.207719997,0.00095,0.108509999,0.055799998,Corn
1108,0.07288,0.058839999,0.05432,0.03644,0.228139997,0.00094,0.098920003,0.044440001,Corn
1109,0.073260002,0.060279999,0.051930001,0.041379999,0.19038,0.00092,0.112719998,0.05907,Corn
1110,0.076559998,0.063359998,0.056200001,0.046319999,0.19946,0.00106,0.143399999,0.078919999,Winter Wheat
1115,0.075560004,0.06191,0.059490001,0.03789,0.230420001,0.00088,0.1175,0.05728,Winter Wheat
1117,0.074950002,0.062409999,0.05804,0.04449,0.23449,0.00089,0.119590003,0.05852,Corn
1118,0.074079998,0.061159998,0.05604,0.040539999,0.253580004,0.00086,0.1131,0.0524,Corn
1129,0.083019998,0.072409999,0.066320002,0.066810001,0.142729998,0.00094,0.154359996,0.116299998,Winter Wheat
1130,0.07229,0.058569999,0.048179999,0.034299999,0.225040004,0.00085,0.099520002,0.04672,Corn
1135,0.073559999,0.060180001,0.05838,0.039220002,0.224600002,0.00076,0.102459997,0.047200002,Corn
1137,0.072899997,0.05858,0.051580001,0.0337,0.263799995,0.00054,0.098839998,0.042119998,Corn
1138,0.074390002,0.06133,0.05363,0.040920001,0.233440004,0.00084,0.113820001,0.056539999,Corn
1140,0.07229,0.058570001,0.050970001,0.038110001,0.193709999,0.00091,0.099229999,0.05105,Corn
1145,0.07296,0.057600001,0.053289998,0.02745,0.29964,0.00064,0.141270004,0.06072,Winter Wheat
1147,0.075689998,0.061589999,0.05617,0.037969999,0.198370002,0.00068,0.113279998,0.05903,Winter Wheat
1148,0.0759,0.06182,0.05621,0.037860001,0.209139995,0.00062,0.117119998,0.05962,Winter Wheat
1149,0.075240001,0.061659999,0.05796,0.039760001,0.199420005,0.00094,0.119539998,0.06222,Corn
1150,0.072619997,0.057160001,0.05376,0.026419999,0.378540009,0.0011,0.12568,0.050299998,Corn
1155,0.081660002,0.071699999,0.067840002,0.070119999,0.174419999,0.0011,0.179220006,0.1162,Corn
1159,0.074660003,0.063220002,0.051879998,0.04992,0.123180002,0.00078,0.116120003,0.075159997,Corn
1161,0.073789999,0.060349999,0.05693,0.03871,0.217380002,0.00074,0.101149999,0.047560001,Corn
1162,0.071900003,0.057659999,0.0507,0.03197,0.259770006,0.00084,0.09663,0.040479999,Corn
1164,0.071780004,0.057430001,0.0502,0.03356,0.215470001,0.0009,0.09096,0.0405,Corn
1165,0.076899998,0.064270001,0.05573,0.053889999,0.127769999,0.00101,0.123240001,0.080450002,Winter Wheat
1166,0.077359997,0.067740001,0.073940001,0.075000003,0.173979998,0.00104,0.113739997,0.069519997,Corn
1168,0.082869999,0.072190002,0.06546,0.068690002,0.130180001,0.00098,0.170130007,0.124639999,Winter Wheat
1169,0.07784,0.065239999,0.058549998,0.050700001,0.15715,0.00104,0.13662,0.086459998,Winter Wheat
1171,0.071680002,0.057519998,0.052340001,0.033739999,0.226919994,0.00076,0.09358,0.041019998,Corn
1183,0.075499997,0.063340001,0.0584,0.0627,0.138049997,0.00098,0.122680001,0.081159998,Winter Wheat
1184,0.074720003,0.060679998,0.060219999,0.035179999,0.260760009,0.00102,0.107859999,0.048999999,Winter Wheat
1185,0.072419997,0.058770001,0.049699999,0.037139999,0.20617,0.0011,0.10004,0.049869999,Corn
1186,0.073519997,0.059700001,0.053860001,0.03602,0.253820002,0.00102,0.101020001,0.04476,Corn
1188,0.080020003,0.06842,0.064740002,0.05886,0.180140004,0.00098,0.14982,0.092540003,Winter Wheat
1189,0.082419999,0.073140003,0.067220002,0.074600004,0.1426,0.00094,0.192660004,0.129759997,Winter Wheat
1190,0.072390001,0.058430001,0.04957,0.03538,0.197149999,0.00103,0.100959998,0.054400001,Corn
1191,0.072740003,0.059739999,0.05212,0.042319998,0.16742,0.00094,0.096660003,0.049699999,Corn
1193,0.073619999,0.0603,0.05446,0.042100001,0.177579999,0.0009,0.101999998,0.051180001,Corn
1195,0.073009998,0.058979999,0.052999999,0.03492,0.247589998,0.00094,0.0988,0.042889999,Corn
1196,0.072700001,0.059049999,0.05552,0.037929999,0.215789996,0.00078,0.093929999,0.043029999,Winter Wheat
1197,0.07866,0.066330001,0.058330001,0.054650001,0.135990001,0.00088,0.143449999,0.09375,Winter Wheat
1199,0.074000001,0.060700001,0.055050001,0.03999,0.20482,0.00112,0.105769999,0.0518,Corn
1201,0.0735,0.05872,0.05627,0.03046,0.352980003,0.0009,0.133310005,0.057220001,Winter Wheat
1203,0.07285,0.05947,0.059730001,0.04314,0.18823,0.00096,0.098650001,0.04855,Corn
1204,0.076639999,0.064829998,0.074530002,0.06741,0.216010004,0.00101,0.137549996,0.077659998,Corn
1205,0.07282,0.059319999,0.056880001,0.04188,0.192760006,0.00094,0.101000004,0.050639998,Corn
1209,0.073080003,0.05872,0.051539999,0.03754,0.217879996,0.00086,0.102820002,0.048760001,Corn
1210,0.074040003,0.06082,0.05411,0.044120001,0.198690005,0.00088,0.11589,0.06005,Corn
1211,0.07542,0.063639998,0.063960001,0.056079999,0.158219993,0.00088,0.114560001,0.064379998,Corn
1212,0.073679999,0.060120001,0.050319999,0.0427,0.142039999,0.0009,0.102480002,0.060260002,Corn
1213,0.07375,0.060250001,0.055669999,0.039420001,0.211069994,0.00082,0.107030001,0.05081,Corn
1214,0.073720001,0.06044,0.052560002,0.040539999,0.221560001,0.00092,0.110480003,0.054779999,Corn
1215,0.074019998,0.058619998,0.05852,0.02808,0.383489996,0.00093,0.137090005,0.05816,Corn
1216,0.071939997,0.05782,0.052099999,0.031459998,0.264640003,0.0008,0.09668,0.041019998,Corn
1217,0.073080003,0.060279999,0.04793,0.042450001,0.081870001,0.00076,0.10176,0.077060003,Corn
1220,0.072609998,0.05838,0.05517,0.03428,0.24109,0.00088,0.092200004,0.039360002,Corn
1221,0.084800001,0.07584,0.06983,0.081259999,0.134180002,0.00122,0.209039994,0.149169996,Winter Wheat
1222,0.08433,0.07564,0.069229998,0.0799,0.130659997,0.00111,0.206199996,0.145319998,Winter Wheat
1223,0.07951,0.06772,0.05675,0.05982,0.101509999,0.00098,0.1598,0.11665,Winter Wheat
1226,0.076920003,0.063499998,0.06769,0.040859999,0.26681,0.00106,0.13154,0.062150002,Winter Wheat
1228,0.072180003,0.057939999,0.05219,0.03277,0.260899991,0.00106,0.096579999,0.04101,Corn
1230,0.07344,0.05768,0.052820001,0.0274,0.323819995,0.00086,0.133680001,0.056400001,Winter Wheat
1231,0.074479997,0.060940001,0.051320001,0.04242,0.157560006,0.00066,0.111019999,0.062700003,Corn
1233,0.07288,0.059160002,0.054299999,0.03706,0.22834,0.00088,0.104659997,0.047899999,Corn
1235,0.072719999,0.05926,0.051959999,0.040059999,0.185200006,0.00098,0.0999,0.050719999,Corn
1236,0.07254,0.05948,0.055039998,0.040479999,0.195700005,0.00136,0.10204,0.049819998,Corn
1237,0.07474,0.060840001,0.054219998,0.04054,0.21198,0.00102,0.132160001,0.067370001,Winter Wheat
1238,0.074479997,0.06044,0.052760001,0.035840001,0.215000004,0.00082,0.112740003,0.05522,Winter Wheat
1240,0.081880003,0.070079997,0.077179998,0.056759998,0.235359997,0.0011,0.137899995,0.076719999,Winter Wheat
1251,0.073579997,0.059500001,0.050420001,0.036699999,0.168180004,0.00088,0.093280002,0.049380001,Corn
1253,0.076439999,0.06371,0.052929999,0.04964,0.110780001,0.00087,0.106940001,0.071490001,Corn
1258,0.073830001,0.060659999,0.053040002,0.039140001,0.211510003,0.00082,0.10455,0.051309999,Winter Wheat
1259,0.073059998,0.05824,0.05892,0.03112,0.299959987,0.00106,0.125540003,0.054299999,Corn
1261,0.073019996,0.058940001,0.051759999,0.036559999,0.184159994,0.00086,0.09488,0.046,Corn
1264,0.078079998,0.069159999,0.064400002,0.067759998,0.180140004,0.00094,0.135220006,0.083619997,Corn
1265,0.083760001,0.07406,0.066910002,0.07536,0.120220002,0.00083,0.163479999,0.123190001,Winter Wheat
1266,0.084090002,0.074640002,0.067810003,0.076479997,0.120919999,0.00086,0.166409999,0.12246,Corn
1287,0.083619997,0.072800003,0.061420001,0.064539999,0.093460001,0.00092,0.124399997,0.104719996,Winter Wheat
1290,0.077849999,0.064480003,0.062720001,0.04294,0.285590008,0.00119,0.163560003,0.079039998,Winter Wheat
1291,0.075369999,0.064350002,0.056570001,0.057190001,0.134320006,0.00078,0.132250004,0.084659997,Corn
1292,0.076719999,0.063100003,0.058,0.042170001,0.236390002,0.00114,0.146019995,0.072519999,Winter Wheat
1294,0.075120002,0.063759997,0.054219998,0.055319998,0.109679997,0.00052,0.124619998,0.082340002,Corn
1295,0.075370003,0.06442,0.056399999,0.057530001,0.120269999,0.00073,0.123519998,0.079909999,Corn
1296,0.075829998,0.0649,0.05683,0.057539999,0.11335,0.00078,0.11758,0.077709999,Corn
1300,0.072329998,0.059040001,0.05717,0.040129999,0.180090003,0.00082,0.094270002,0.047260001,Corn
1303,0.078269999,0.06687,0.056979999,0.063170001,0.110259999,0.00086,0.144400001,0.106389999,Winter Wheat
1308,0.088299997,0.081739999,0.078419998,0.091779999,0.136659995,0.00094,0.181720003,0.141080007,Winter Wheat
1310,0.073019996,0.058260001,0.054480001,0.030099999,0.322919995,0.00094,0.135920003,0.058639999,Winter Wheat
1312,0.073519997,0.060759999,0.05659,0.041949999,0.213749997,0.00084,0.111249998,0.055749999,Corn
1313,0.0757,0.064880002,0.056,0.056600001,0.130580001,0.00084,0.129949994,0.08348,Corn
1316,0.072379999,0.059859999,0.048119999,0.04504,0.120360002,0.00092,0.098820001,0.059360001,Corn
1317,0.078400001,0.067380004,0.058759999,0.067419998,0.123800002,0.00088,0.144439995,0.10238,Corn
1321,0.073480003,0.060600001,0.056079999,0.043260001,0.198819995,0.00092,0.118220001,0.056559999,Winter Wheat
1324,0.081260003,0.070900001,0.065300003,0.068879999,0.156900004,0.00094,0.183719993,0.121080004,Winter Wheat
1326,0.080050003,0.069000002,0.059049999,0.06174,0.093280002,0.00077,0.114769999,0.087549999,Winter Wheat
1327,0.07226,0.059700001,0.054900002,0.04428,0.145339996,0.00068,0.092299998,0.051380001,Corn
1328,0.071999997,0.05858,0.05184,0.037729999,0.210450001,0.00078,0.095410001,0.04507,Corn
1330,0.072450001,0.05993,0.055980001,0.04617,0.143089995,0.00073,0.096070003,0.05418,Corn
1332,0.073820002,0.061840001,0.05446,0.050159998,0.187900007,0.00084,0.114,0.064099997,Corn
1334,0.083590001,0.07426,0.067059997,0.07308,0.117449999,0.0009,0.15518,0.121319998,Winter Wheat
1337,0.072980002,0.05982,0.057,0.039019998,0.220819995,0.00076,0.102480002,0.0471,Corn
1342,0.073200002,0.059300002,0.053720001,0.034079999,0.262540013,0.0008,0.129020005,0.063320003,Winter Wheat
1347,0.081079997,0.07068,0.062700003,0.066820003,0.107579999,0.00086,0.140880004,0.104979999,Winter Wheat
1351,0.073760003,0.061420001,0.054919999,0.04586,0.180659994,0.00088,0.11564,0.063320003,Corn
1354,0.073739998,0.061620001,0.055840001,0.048760001,0.165900007,0.00088,0.112020001,0.062579997,Corn
1359,0.071659997,0.058699999,0.053059999,0.042819999,0.170680001,0.00088,0.096620001,0.050319999,Corn
1365,0.082979999,0.073479999,0.068849999,0.072629999,0.149399996,0.00101,0.202039994,0.136469997,Corn
1366,0.078440003,0.067759998,0.059300002,0.068580002,0.126019999,0.00082,0.157600001,0.110959999,Winter Wheat
1367,0.070759997,0.05669,0.047850002,0.032810001,0.221470006,0.00074,0.090350002,0.040590001,Corn
1368,0.071339998,0.057119999,0.0507,0.031269999,0.255319998,0.0007,0.091449998,0.03864,Corn
1369,0.070819996,0.056740001,0.048020002,0.032359999,0.232840002,0.0008,0.091360003,0.040539999,Corn
1376,0.07982,0.069399998,0.059700001,0.066979997,0.117299996,0.00078,0.149619997,0.106720001,Corn
1385,0.076559998,0.063780002,0.05948,0.047740001,0.258780003,0.00088,0.140180007,0.075719997,Winter Wheat
1388,0.077190001,0.065200001,0.05704,0.05817,0.115910001,0.00086,0.135279998,0.095410001,Winter Wheat
1389,0.078299999,0.06656,0.062379999,0.05376,0.170790002,0.00088,0.136659995,0.083500002,Winter Wheat
1402,0.080680002,0.071139999,0.063970003,0.072870001,0.126090005,0.00098,0.185949996,0.124760002,Corn
1404,0.090899996,0.084720001,0.082699999,0.098200001,0.151099995,0.00094,0.188820004,0.135539994,Corn
1405,0.092100002,0.086620003,0.086060002,0.103699997,0.160439998,0.00092,0.199699998,0.143020004,Corn
1407,0.073100001,0.06058,0.05652,0.048039999,0.138659999,0.00076,0.100819997,0.05618,Corn
1414,0.08388,0.075439997,0.072080001,0.079800002,0.15828,0.00104,0.179000005,0.122319996,Winter Wheat
1415,0.073509999,0.061179999,0.053579999,0.04648,0.176519997,0.0009,0.120359998,0.066,Corn
1421,0.07446,0.060260002,0.057630001,0.035540001,0.238449998,0.00096,0.10912,0.05071,Winter Wheat
1423,0.074440002,0.060479999,0.057599999,0.035840001,0.235420004,0.00096,0.1087,0.050080001,Winter Wheat
1424,0.071800001,0.05706,0.0528,0.02767,0.370619997,0.00094,0.128019996,0.053130001,Corn
1425,0.072079998,0.058260001,0.053479999,0.03592,0.22208,0.00093,0.096789997,0.044160001,Corn
1426,0.073919997,0.0612,0.053059999,0.054439999,0.116719998,0.00086,0.111380003,0.074340001,Corn
1427,0.074560001,0.060479999,0.05775,0.03582,0.231689997,0.00092,0.10892,0.050269999,Winter Wheat
