X,V1,V2,V3,V4,V5,V6,V7,V8,Crop,NDVI_sd,NDVI_kt,NDVI_sk,NDVI
178,0.073980004,0.060520001,0.05553,0.03971,0.22738,0.00083,0.11107,0.05356,Corn,0.043263174,-1.337603138,0.23503931,0.700993508
179,0.077810001,0.066119999,0.057259999,0.063820001,0.114980001,0.00085,0.128789999,0.090120003,Soybeans,0.030435015,-0.75072482,0.669187761,0.290496662
180,0.07767,0.065959997,0.06005,0.0645,0.135080002,0.00092,0.136069998,0.092530001,Soybeans,0.03380442,-0.636880145,0.119162258,0.35461463
181,0.077,0.063960001,0.05274,0.057560001,0.100740001,0.00078,0.128639996,0.096380003,Soybeans,0.043044947,103.8558326,9.757025269,0.272774667
182,0.081359997,0.071000002,0.063419998,0.068700001,0.125139996,0.00104,0.1664,0.117519997,Winter Wheat,0.011933435,-0.468775136,-0.259430944,0.294864893
183,0.075819999,0.063139997,0.052019998,0.05596,0.10272,0.00094,0.127100006,0.089620002,Soybeans,0.011473655,9.485107461,2.070692606,0.292300016
184,0.07779,0.066099998,0.057910001,0.06195,0.136489995,0.00094,0.137979999,0.093210001,Soybeans,0.086650213,0.288541868,1.130213661,0.373944715
185,0.072420001,0.058200002,0.05418,0.03452,0.242459998,0.00086,0.09742,0.042380001,Corn,0.034858164,5.067935905,-1.986672694,0.751681745
186,0.07846,0.06653,0.056559999,0.0623,0.10957,0.0009,0.130690001,0.095309999,Soybeans,0.022822116,0.814816766,0.449913684,0.276601106
187,0.079670001,0.067710001,0.05896,0.06154,0.108119998,0.00091,0.11868,0.09118,Soybeans,0.035571314,7.156416344,2.278249288,0.268632919
188,0.07415,0.061660001,0.05343,0.04486,0.191319995,0.00092,0.117729999,0.06346,Corn,0.077880975,14.11224349,-2.860759474,0.617737144
189,0.074359998,0.061690001,0.05408,0.045729998,0.170469999,0.00094,0.112460002,0.06284,Corn,0.091346663,-0.984053495,-0.135387113,0.570174634
190,0.075499997,0.062859997,0.051320001,0.054740001,0.100220002,0.00088,0.122900002,0.087119997,Soybeans,0.01171788,9.311465384,2.459081567,0.295332611
191,0.077799998,0.065899998,0.054900002,0.06016,0.108479999,0.00086,0.132660002,0.096139997,Soybeans,0.012205639,0.514579485,-0.337867784,0.284661114
192,0.078649998,0.067029998,0.056500001,0.062540002,0.111669999,0.00076,0.13696,0.099229999,Soybeans,0.017912465,3.679299911,1.594898701,0.278623909
193,0.0748,0.060540002,0.051739998,0.036320001,0.179100007,0.00072,0.101640001,0.05604,Winter Wheat,0.065562526,0.013794946,-0.365973768,0.657734275
194,0.078139998,0.066320002,0.057440002,0.062760003,0.130199999,0.00096,0.143399999,0.10018,Soybeans,0.02992857,-0.36699587,0.609722302,0.350852728
195,0.074579999,0.06044,0.05314,0.03802,0.213679999,0.00078,0.115999997,0.058680002,Corn,0.092004992,-0.058951388,-0.93317223,0.694282889
196,0.079039998,0.067139998,0.056709999,0.06016,0.097929999,0.00091,0.1162,0.092119999,Soybeans,0.017396471,3.043827729,1.64236462,0.23169487
197,0.07666,0.063019998,0.066160001,0.037659999,0.304540008,0.00102,0.131040007,0.060180001,Winter Wheat,0.023770424,106.8916967,-8.894866699,0.779998779
198,0.07784,0.066490002,0.062580001,0.06577,0.142689995,0.00096,0.135760002,0.090149999,Soybeans,0.052464766,-0.643585952,0.005039461,0.374778613
199,0.079000004,0.06628,0.062700003,0.051399998,0.173639998,0.00078,0.135700002,0.078979999,Winter Wheat,0.04502322,0.401173314,-0.758726523,0.54211086
200,0.075099997,0.062380001,0.051539999,0.054480001,0.113980003,0.00084,0.121699996,0.083499998,Soybeans,0.175181583,-1.1551505,0.807238906,0.348228216
201,0.073700003,0.060260002,0.05748,0.0385,0.228459999,0.00092,0.101939999,0.046799999,Corn,0.017469719,0.509551009,-0.700227876,0.711828828
202,0.076020002,0.062899999,0.051240001,0.05576,0.10244,0.00076,0.129439995,0.095519997,Soybeans,0.018984195,27.10025071,4.312732821,0.290494978
203,0.07869,0.067639999,0.06041,0.068880003,0.129730001,0.001,0.13448,0.099989999,Soybeans,0.031028856,-0.303365518,0.383537092,0.299339473
204,0.077040002,0.06481,0.056299999,0.05989,0.125830002,0.00106,0.128349997,0.08921,Soybeans,0.10460288,0.157925601,1.099603707,0.348691627
205,0.075920001,0.064180002,0.057220001,0.050360002,0.193419993,0.00106,0.133719996,0.076059997,Corn,0.042384262,-0.101678908,-0.146595032,0.586983263
206,0.07849,0.0671,0.05926,0.06718,0.126499996,0.00104,0.136330001,0.10255,Soybeans,0.028945877,0.366200918,0.790383907,0.302560106
207,0.071960002,0.05816,0.05424,0.037659999,0.193900004,0.00076,0.093479998,0.044879999,Corn,0.052119343,-0.53356456,-0.429382248,0.672136903
208,0.075300001,0.061420001,0.063239999,0.036200002,0.266259998,0.00096,0.099339999,0.043880001,Winter Wheat,0.020542553,-0.524456788,-0.547088327,0.761763334
209,0.07322,0.059039999,0.054140002,0.038279999,0.221740007,0.0008,0.100900002,0.046720002,Corn,0.045186068,1.041236743,-1.308614409,0.707269192
210,0.080020003,0.069420002,0.06126,0.070759997,0.128099993,0.00084,0.147660002,0.103940003,Soybeans,0.012377794,9.57507484,2.490019812,0.286917895
211,0.071280003,0.05596,0.0473,0.02873,0.277459994,0.00082,0.088969998,0.03589,Corn,0.012176309,0.113756854,-0.897599996,0.810924619
212,0.07626,0.064779997,0.056499999,0.054900002,0.139200002,0.00092,0.132719994,0.085500002,Corn,0.068111767,-0.206193884,0.038562319,0.429409921
213,0.077699997,0.06442,0.065760002,0.04242,0.257759988,0.00098,0.13008,0.065820001,Winter Wheat,0.055491636,1.174667325,-1.169430174,0.717278183
214,0.074160002,0.06126,0.054000001,0.04442,0.167380005,0.00092,0.09956,0.05782,Corn,0.223017382,-1.865872033,-0.101261144,0.58069694
215,0.072659999,0.0581,0.051259998,0.034120001,0.237240002,0.00076,0.098959997,0.043719999,Corn,0.019190762,3.0186024,-1.127462906,0.747800589
216,0.079369999,0.06755,0.057259999,0.063749999,0.108380001,0.00074,0.136409998,0.102510002,Soybeans,0.030791691,22.46865169,-3.707329659,0.254045308
217,0.074889999,0.06188,0.05149,0.05642,0.116750002,0.00086,0.123800002,0.084430002,Soybeans,0.024797,8.424169302,1.250868989,0.343123659
218,0.076420002,0.064099997,0.05288,0.05676,0.10297,0.00096,0.120920002,0.084660001,Soybeans,0.012126935,-0.618535839,-0.194004866,0.288631111
219,0.071719997,0.05762,0.05102,0.033980001,0.221740007,0.00098,0.091339998,0.04084,Corn,0.03408232,-1.00239176,-0.174031385,0.736128747
220,0.076389998,0.063900001,0.053240001,0.058350001,0.102259997,0.0009,0.121210001,0.08867,Soybeans,0.01263535,0.178593964,0.586563476,0.269687578
221,0.074500002,0.061080001,0.054740001,0.043979999,0.205300003,0.00082,0.116219997,0.0601,Corn,0.051435312,-0.3430245,-0.404043136,0.645714283
222,0.073700003,0.060199998,0.05157,0.039789999,0.154249996,0.00088,0.129360005,0.067840002,Winter Wheat,0.010608493,-0.673812671,-0.023501538,0.589983881
223,0.074780002,0.062180001,0.05706,0.0451,0.203319997,0.00094,0.117660001,0.061439998,Corn,0.043017698,-0.402125519,-0.069083816,0.636156917
224,0.077600002,0.065590002,0.054440001,0.059040001,0.105669998,0.00087,0.130430005,0.093850002,Soybeans,0.008761991,-0.326538475,-0.202856326,0.281644657
225,0.079700001,0.069140002,0.060180001,0.069459997,0.121639997,0.00082,0.136759996,0.094740003,Soybeans,0.012642579,-0.819577452,0.282869147,0.274886042
226,0.07877,0.066669997,0.056670001,0.063109998,0.109500002,0.0007,0.132490002,0.098220002,Soybeans,0.025899961,-0.4159333,0.23255878,0.266710058
227,0.074580003,0.060530001,0.049899999,0.038790001,0.160209998,0.00082,0.110130001,0.06188,Winter Wheat,0.027717454,0.532828908,-0.423261098,0.608496547
228,0.072629999,0.058979999,0.050349999,0.037389999,0.226020001,0.00082,0.103379998,0.049529999,Corn,0.031940063,-0.895066925,-0.420873208,0.715358764
229,0.080880001,0.069539998,0.05971,0.06628,0.108959999,0.00074,0.137290001,0.101430003,Soybeans,0.019822582,9.009997552,-2.373421456,0.244109631
230,0.079889998,0.068119999,0.057780001,0.06357,0.106679998,0.00072,0.136579998,0.100099999,Soybeans,0.016972177,7.279606433,1.791151944,0.25198178
231,0.072619997,0.058899999,0.051279999,0.036740001,0.236200005,0.00094,0.104180001,0.049180001,Corn,0.021389587,-0.548317241,-0.394887538,0.731261551
232,0.076099999,0.064280003,0.059560001,0.065480001,0.144820005,0.00088,0.114720002,0.074320003,Soybeans,0.037626056,-0.128968562,0.478859866,0.372604787
233,0.072499998,0.058820002,0.049400002,0.036979999,0.219060004,0.0009,0.104199998,0.050960001,Corn,0.021016838,-0.043204012,-0.440661294,0.710528374
234,0.076980002,0.064779997,0.053920001,0.058959998,0.10678,0.00088,0.137960002,0.099820003,Soybeans,0.006114014,-0.159806625,0.035699421,0.288627595
235,0.073559999,0.060419999,0.04967,0.04098,0.163440004,0.00082,0.109000001,0.06067,Corn,0.070667918,-0.858650917,-0.096038893,0.598674744
236,0.081600003,0.070179999,0.060819998,0.068080001,0.112909999,0.0008,0.148060001,0.110430002,Soybeans,0.01177535,0.050710472,0.267672879,0.246966071
237,0.071740001,0.057539999,0.049400002,0.034779999,0.186529994,0.00088,0.085579999,0.04063,Soybeans,0.04183764,1.218340954,-0.934675109,0.68396908
238,0.072049998,0.056810001,0.050700001,0.02805,0.276580006,0.00097,0.108779997,0.045079999,Corn,0.04168944,-0.85365696,-0.659856694,0.815484017
239,0.076390002,0.063759997,0.05294,0.056919999,0.10094,0.00096,0.11564,0.08334,Soybeans,0.060891173,2.918154562,0.9394924,0.278831244
240,0.080140002,0.06842,0.05954,0.066380002,0.110720001,0.00082,0.1285,0.09265,Corn,0.012350822,10.42109073,2.351063181,0.249545284
241,0.074299999,0.06154,0.061900001,0.045680001,0.190139994,0.00078,0.103739999,0.051460002,Winter Wheat,0.045637258,-0.753162588,-0.308935543,0.614571333
242,0.072740003,0.058810001,0.053309999,0.035499999,0.240729995,0.00096,0.099580001,0.044510001,Corn,0.022651767,1.571254008,-1.062233096,0.744280964
243,0.073320001,0.060260002,0.047219999,0.043480001,0.104500003,0.0008,0.105599999,0.067299999,Corn,0.044947795,-0.602781657,0.203171155,0.410428375
244,0.081220001,0.07102,0.065219998,0.069320001,0.129700005,0.0011,0.155760005,0.107759997,Winter Wheat,0.024024951,-0.10422422,0.273611645,0.304782271
245,0.081050001,0.069430001,0.061620001,0.062619999,0.138280004,0.00084,0.138400003,0.095589999,Winter Wheat,0.157347899,-0.982794671,0.758837805,0.355332986
246,0.08501,0.075599998,0.06927,0.078359999,0.122609999,0.00094,0.154849999,0.118469998,Winter Wheat,0.095065576,8.431272998,2.779305476,0.213874325
247,0.0766,0.064319998,0.054200001,0.059119999,0.11214,0.00092,0.128319994,0.09138,Soybeans,0.027356715,-0.40517657,0.50076202,0.306923628
248,0.074680001,0.06174,0.0515,0.05336,0.1021,0.00098,0.11552,0.081840001,Soybeans,0.070379372,0.93983615,1.301754859,0.313065797
249,0.07277,0.05916,0.047740001,0.03706,0.179269999,0.00072,0.100230001,0.05257,Corn,0.022854486,-0.756558418,-0.3457951,0.657199115
250,0.072659999,0.058839999,0.051689999,0.036050001,0.198510006,0.00094,0.094190001,0.045770001,Corn,0.027759654,0.069930831,-0.515144064,0.693671584
251,0.0726,0.058639999,0.05325,0.0362,0.201450005,0.00093,0.089599997,0.04245,Corn,0.019466039,0.03851726,-0.05888297,0.696535259
252,0.084380001,0.074829999,0.069090001,0.076370001,0.132070005,0.00108,0.177820005,0.12452,Winter Wheat,0.012923996,-0.009039686,0.524734029,0.267222762
253,0.081149999,0.069980003,0.06161,0.06484,0.114659999,0.0008,0.160690002,0.11561,Winter Wheat,0.035669385,-0.625720753,-0.482574666,0.268828005
254,0.078929998,0.06718,0.05748,0.06281,0.108909998,0.00096,0.137089998,0.10131,Soybeans,0.008885125,-0.905007302,0.094674986,0.26793474
255,0.082660001,0.072300002,0.064550001,0.07251,0.115310002,0.00098,0.153059997,0.11679,Corn,0.017556266,-1.122230409,0.105743704,0.232994102
256,0.078380004,0.065700002,0.05858,0.05116,0.178259999,0.00088,0.136460006,0.082979999,Winter Wheat,0.059851569,-0.6766065,-0.405844682,0.550782263
257,0.077780001,0.066029999,0.055949999,0.060110001,0.098340001,0.00092,0.11473,0.088070001,Soybeans,0.008032416,4.432925398,1.48641654,0.241656281
258,0.078539997,0.067100003,0.05838,0.065959997,0.118380003,0.00096,0.135639995,0.096960001,Soybeans,0.127976561,10.19744329,3.443404204,0.283079892
259,0.083099999,0.07291,0.065220002,0.071520001,0.110640001,0.001,0.141430005,0.112119999,Winter Wheat,0.006629418,-0.039600575,0.042162811,0.213889569
260,0.080920003,0.06882,0.057539999,0.059900001,0.089019999,0.00072,0.113260001,0.093039997,Winter Wheat,0.011634311,-1.158175972,0.038193698,0.188570097
261,0.0726,0.058800001,0.046640001,0.035879999,0.159580007,0.00072,0.090180002,0.047680002,Corn,0.038152027,1.774504214,-0.531843731,0.628714442
262,0.073360004,0.059900001,0.050579999,0.03994,0.175579995,0.00074,0.101279996,0.053380001,Corn,0.05370298,-0.780407153,-0.291041422,0.627685905
263,0.084179997,0.074600004,0.06718,0.076240003,0.124920003,0.00096,0.198080003,0.14452,Winter Wheat,0.00801446,3.800850028,1.549624476,0.241837963
264,0.07914,0.067560002,0.057859998,0.064099997,0.108120002,0.001,0.130419999,0.095519997,Soybeans,0.01114467,-0.284048982,0.348459536,0.255631298
265,0.071910001,0.057500001,0.05033,0.03301,0.22202,0.00092,0.088040002,0.03912,Corn,0.018204863,-0.215497771,-0.775645909,0.7410312
266,0.073119998,0.059319999,0.05211,0.03602,0.217540003,0.00101,0.094559997,0.04387,Corn,0.034245753,0.120080536,-0.987731921,0.716754824
267,0.078420002,0.067029998,0.058109999,0.065469999,0.116730001,0.00098,0.135589994,0.097139999,Soybeans,0.012095526,-0.611335403,0.117581041,0.281976297
268,0.080030002,0.068909999,0.060839999,0.067750003,0.12669,0.00092,0.147660002,0.103670001,Soybeans,0.019218784,0.030137931,0.593462463,0.299396992
269,0.074990001,0.06284,0.06009,0.061970001,0.147310004,0.0011,0.119439997,0.07649,Corn,0.0412093,-0.431362787,0.058167758,0.405987427
270,0.073380001,0.060279999,0.05036,0.043819999,0.148610003,0.00084,0.105919998,0.060079999,Corn,0.034868674,-0.535668998,-0.232827312,0.542000175
271,0.07282,0.059300002,0.05432,0.04002,0.188519999,0.001,0.09488,0.046599999,Corn,0.044074522,-0.744315223,-0.186031203,0.64675045
272,0.078230001,0.066260003,0.055980001,0.06129,0.10808,0.00092,0.133590005,0.097900003,Winter Wheat,0.013839818,-0.676604843,0.253017702,0.277326971
273,0.073040001,0.059239998,0.051959999,0.036829999,0.204709999,0.00096,0.092489999,0.043060001,Corn,0.031033604,-0.499413515,-0.176428668,0.694317997
274,0.072939999,0.05992,0.05288,0.04308,0.171939999,0.00102,0.10227,0.05445,Corn,0.062093171,-0.777588729,0.03198366,0.598961294
275,0.072740003,0.05892,0.05357,0.036390001,0.219869994,0.00096,0.09581,0.04336,Corn,0.041378422,5.659851043,-1.822921782,0.71620068
276,0.08199,0.071220003,0.061900001,0.06924,0.115060002,0.00094,0.146180004,0.108890001,Soybeans,0.016401884,37.01243357,5.486324783,0.246400662
277,0.07322,0.05995,0.04737,0.0415,0.140819997,0.00093,0.104200002,0.061149999,Corn,0.102242269,-1.612475039,-0.317573777,0.519642889
278,0.076480001,0.064270001,0.05353,0.05645,0.106040001,0.0008,0.11332,0.07911,Soybeans,0.017145865,0.071093866,-0.558512047,0.298964038
279,0.08481,0.075879999,0.071220003,0.08061,0.130999997,0.00093,0.167379998,0.119200002,Winter Wheat,0.011883593,4.298613388,1.556949729,0.235435165
280,0.074519999,0.061659999,0.055020001,0.041480001,0.213339999,0.00098,0.110859998,0.054439999,Corn,0.159428115,1.737369772,-1.800013344,0.679176152
281,0.0735,0.060339998,0.049600001,0.041719999,0.14982,0.00082,0.101779997,0.058079999,Corn,0.086681731,-0.494353294,-0.667807066,0.569962144
282,0.072700001,0.05852,0.051399998,0.03582,0.230360001,0.00102,0.122579999,0.054359999,Winter Wheat,0.121929226,-0.973587086,-0.526728964,0.704969764
283,0.073370002,0.059999999,0.04992,0.04097,0.15636,0.00087,0.101070002,0.056149999,Corn,0.038649087,0.059102555,0.719646845,0.581278652
284,0.073040001,0.059640002,0.049260002,0.038940001,0.182400003,0.0009,0.099880002,0.05288,Corn,0.038126811,1.302851594,-0.658415991,0.649193227
285,0.073700003,0.06078,0.056200001,0.04462,0.144899994,0.00098,0.10362,0.0612,Winter Wheat,0.160400774,-1.352381173,-0.47603625,0.521513104
286,0.073100001,0.059700001,0.050020002,0.038620001,0.165029995,0.0008,0.101429999,0.053909998,Corn,0.079637677,-0.192816992,-0.800249213,0.620077878
287,0.072020002,0.05804,0.048500001,0.036599999,0.178970002,0.00086,0.086890001,0.04291,Corn,0.032171536,-1.074455951,0.114596009,0.657059878
288,0.072939999,0.059739999,0.049199998,0.041299999,0.131259993,0.00094,0.114560001,0.063160002,Corn,0.223243804,-1.731219283,0.115299254,0.516672432
289,0.072080001,0.05796,0.05246,0.034839999,0.224519998,0.0008,0.095459998,0.043000001,Corn,0.033615254,1.130853232,-0.879796988,0.729439259
290,0.083380003,0.073459998,0.067049999,0.07257,0.121989999,0.00105,0.175280005,0.128059998,Winter Wheat,0.019154306,0.104464509,0.87043572,0.252799332
291,0.073639996,0.060460001,0.057879999,0.041620001,0.184919998,0.0008,0.100759998,0.050140001,Corn,0.067524107,-0.266097745,-0.507838958,0.631167531
292,0.07265,0.05938,0.05597,0.03946,0.217079997,0.00086,0.10072,0.04648,Corn,0.033001193,-0.018575815,-0.586085748,0.692716211
293,0.07745,0.065609999,0.055059999,0.061039999,0.111550003,0.00083,0.133759998,0.09316,Soybeans,0.018468891,1.43092187,1.014089425,0.294176176
294,0.073540002,0.060219999,0.0515,0.042959999,0.176919997,0.00076,0.110919997,0.0592,Corn,0.041282687,-0.33563875,-0.473193349,0.605939865
295,0.07282,0.059280001,0.05125,0.039929999,0.171960004,0.00092,0.096700002,0.04874,Corn,0.057261037,-0.493527732,-0.060248331,0.623858958
296,0.07288,0.059319999,0.048939999,0.03932,0.149680004,0.00078,0.094520003,0.051059999,Corn,0.050461882,0.543362463,-0.801689675,0.583901167
297,0.077420004,0.065839998,0.05776,0.06408,0.131300002,0.00102,0.146840006,0.102360003,Soybeans,0.175098886,0.863822866,1.64359046,0.338341057
298,0.078960001,0.06752,0.057939999,0.065619998,0.12026,0.00096,0.153080001,0.109099999,Soybeans,0.010251476,-0.637292207,-0.435476363,0.293415695
299,0.079810001,0.068829998,0.058839999,0.06377,0.10712,0.00094,0.171630003,0.119419999,Winter Wheat,0.007042094,-0.208377684,0.494681653,0.249237448
300,0.083760001,0.075369999,0.070239998,0.081730001,0.151629999,0.00118,0.185419999,0.128079996,Winter Wheat,0.01236094,0.727802972,-0.445921805,0.301255718
301,0.072480001,0.05872,0.048780002,0.037719999,0.158720002,0.00078,0.094020002,0.04882,Corn,0.036554767,-0.88146377,-0.174977614,0.617869139
302,0.073820002,0.061159998,0.0482,0.04586,0.097340003,0.00082,0.112499997,0.0744,Corn,0.05001503,-0.390767587,0.686916807,0.359570712
303,0.088610001,0.079559997,0.075380001,0.083979998,0.13758,0.00076,0.154399998,0.117849998,Corn,0.137228622,5.875167321,2.664450887,0.226746209
304,0.080640003,0.06876,0.05872,0.061500002,0.090520002,0.00094,0.109980002,0.084140003,Winter Wheat,0.007119183,6.72239407,1.136189549,0.188317284
305,0.089100003,0.080540001,0.077799998,0.088660002,0.137020007,0.00082,0.154039994,0.12274,Corn,0.036360139,39.06052057,5.309142241,0.212210581
306,0.078079998,0.066140004,0.055799998,0.06072,0.104800001,0.00094,0.127759993,0.092540003,Soybeans,0.012993009,0.325481768,-0.070399723,0.267855048
307,0.091509998,0.08354,0.082260001,0.094159998,0.136529997,0.0009,0.16375,0.131860003,Corn,0.008578523,-0.574482665,0.291986343,0.184490867
308,0.07198,0.05796,0.051899999,0.036279999,0.184740007,0.00096,0.087820001,0.041359998,Corn,0.039377821,0.569486658,-0.674242262,0.672009408
309,0.074079998,0.06044,0.052379999,0.041839998,0.154620007,0.00094,0.097860001,0.051940002,Winter Wheat,0.136229053,-0.354234566,-1.167082191,0.575310588
310,0.082759999,0.071879998,0.067620002,0.067460001,0.146860003,0.00114,0.15636,0.104999997,Winter Wheat,0.06669939,-0.790972511,0.577453113,0.328001589
311,0.078000002,0.066780001,0.057640001,0.062419999,0.119460002,0.00084,0.123280004,0.083939999,Soybeans,0.126048421,-1.260495013,0.476161744,0.306394398
312,0.071900003,0.05838,0.047940001,0.038520001,0.160119995,0.00094,0.10024,0.054079998,Corn,0.089779313,-0.811288529,-0.108419874,0.614601135
313,0.07643,0.064159997,0.053779999,0.059560001,0.109719999,0.00102,0.128030002,0.09,Soybeans,0.011039941,-0.010698465,-0.026575023,0.297189668
314,0.081919998,0.070260003,0.064520001,0.06174,0.138559997,0.00098,0.133379996,0.093280002,Winter Wheat,0.028764226,-0.682137817,0.133143821,0.382293046
315,0.0735,0.059900001,0.05398,0.037579998,0.221379995,0.00102,0.101340003,0.046500001,Corn,0.030812328,-0.937354936,-0.077109842,0.712143421
316,0.072400004,0.058740001,0.050840002,0.0392,0.176599994,0.00096,0.097139999,0.0493,Corn,0.040651415,-0.161721338,-0.499856421,0.634896457
317,0.073919997,0.06085,0.052839998,0.041169999,0.207719997,0.00095,0.108509999,0.055799998,Corn,0.046224702,1.053808603,-0.94072695,0.669741899
318,0.083019998,0.072409999,0.066320002,0.066810001,0.142729998,0.00094,0.154359996,0.116299998,Winter Wheat,0.119770498,0.485000473,0.933843753,0.364061266
319,0.073559999,0.060180001,0.05838,0.039220002,0.224600002,0.00076,0.102459997,0.047200002,Corn,0.035115924,-0.427694387,-0.585032473,0.702676058
320,0.07976,0.068839997,0.0605,0.066639997,0.116379999,0.0008,0.137419999,0.099059999,Soybeans,0.012876063,0.046616803,0.724194405,0.272846818
321,0.078019999,0.066130001,0.05658,0.063879997,0.115510002,0.00085,0.14711,0.105110001,Soybeans,0.007792088,0.897303201,0.759125934,0.287178457
322,0.076820001,0.064939998,0.055039998,0.060660001,0.106880002,0.001,0.123120002,0.08788,Soybeans,0.008239628,-0.522819457,0.24695374,0.276518792
323,0.071900003,0.057659999,0.0507,0.03197,0.259770006,0.00084,0.09663,0.040479999,Corn,0.012604956,2.680425096,-1.291313294,0.781336457
324,0.071780004,0.057430001,0.0502,0.03356,0.215470001,0.0009,0.09096,0.0405,Corn,0.031987112,-0.338599589,-0.694483541,0.728723466
325,0.07511,0.062700003,0.052310001,0.058350001,0.119890001,0.00098,0.138640001,0.094689999,Soybeans,0.01141183,-0.023498793,0.121245288,0.344872043
326,0.075499997,0.063340001,0.0584,0.0627,0.138049997,0.00098,0.122680001,0.081159998,Winter Wheat,0.016458275,-0.998582369,0.084074569,0.374187455
327,0.074720003,0.060679998,0.060219999,0.035179999,0.260760009,0.00102,0.107859999,0.048999999,Winter Wheat,0.017047575,-0.300498677,-0.543721767,0.761683524
328,0.073619999,0.0603,0.05446,0.042100001,0.177579999,0.0009,0.101999998,0.051180001,Corn,0.053513853,-0.660382575,-0.210477932,0.613365114
329,0.07866,0.066330001,0.058330001,0.054650001,0.135990001,0.00088,0.143449999,0.09375,Winter Wheat,0.042832003,-0.743617041,0.424995907,0.421319112
330,0.075539999,0.063239999,0.0548,0.057999998,0.127020001,0.00088,0.13188,0.089040004,Soybeans,0.17115884,-0.794691291,0.836871011,0.366509169
331,0.07285,0.05947,0.059730001,0.04314,0.18823,0.00096,0.098650001,0.04855,Corn,0.051236169,-0.407055809,-0.092751651,0.629251361
332,0.07282,0.059319999,0.056880001,0.04188,0.192760006,0.00094,0.101000004,0.050639998,Corn,0.045544363,-0.730228599,0.270584049,0.644481778
333,0.077179998,0.065880001,0.059300002,0.066299997,0.131339997,0.00078,0.125699997,0.08354,Soybeans,0.035185276,-1.109892066,0.039365387,0.330962986
334,0.074040003,0.06082,0.05411,0.044120001,0.198690005,0.00088,0.11589,0.06005,Corn,0.035660793,-0.673344997,-0.43277368,0.635315239
335,0.074019998,0.058619998,0.05852,0.02808,0.383489996,0.00093,0.137090005,0.05816,Corn,0.16022762,0.309749587,-1.394112665,0.86568588
336,0.072609998,0.05838,0.05517,0.03428,0.24109,0.00088,0.092200004,0.039360002,Corn,0.041673896,0.456086755,-1.137340106,0.750853896
337,0.072180003,0.057939999,0.05219,0.03277,0.260899991,0.00106,0.096579999,0.04101,Corn,0.012629384,0.296414431,-0.753962898,0.77717793
338,0.077909999,0.066210002,0.056470001,0.063560002,0.11626,0.00082,0.133430004,0.092270002,Soybeans,0.018506544,0.730992881,0.874539767,0.297194973
339,0.081880003,0.070079997,0.077179998,0.056759998,0.235359997,0.0011,0.137899995,0.076719999,Winter Wheat,0.052827247,-0.509378826,-0.042338028,0.610700607
340,0.079120003,0.067259997,0.057500001,0.063040003,0.10644,0.00096,0.133019999,0.098860003,Soybeans,0.00927296,-0.791463719,0.149301741,0.256776214
341,0.07652,0.064310003,0.054719999,0.0603,0.131480001,0.001,0.141659997,0.095369998,Soybeans,0.095927591,5.856314352,2.419482338,0.371278927
342,0.083619997,0.072800003,0.061420001,0.064539999,0.093460001,0.00092,0.124399997,0.104719996,Winter Wheat,0.012386211,-0.843956236,0.292676585,0.18559207
343,0.07339,0.05995,0.06175,0.044039998,0.210869998,0.00084,0.133129999,0.06882,Soybeans,0.049674472,-0.745280299,-0.482557674,0.65524739
344,0.078669999,0.067700002,0.059500001,0.064819999,0.142480001,0.00094,0.146350004,0.103950001,Soybeans,0.268788523,-1.909716786,0.169821062,0.375147313
345,0.073019996,0.058260001,0.054480001,0.030099999,0.322919995,0.00094,0.135920003,0.058639999,Winter Wheat,0.140661539,11.87334938,-3.487022638,0.827860594
346,0.073519997,0.060759999,0.05659,0.041949999,0.213749997,0.00084,0.111249998,0.055749999,Corn,0.081231908,21.3795136,-3.734553035,0.668839484
347,0.078400001,0.067380004,0.058759999,0.067419998,0.123800002,0.00088,0.144439995,0.10238,Corn,0.007096697,-0.590596872,-0.095957671,0.291636497
348,0.073480003,0.060600001,0.056079999,0.043260001,0.198819995,0.00092,0.118220001,0.056559999,Winter Wheat,0.180966795,-0.673649153,-0.593364963,0.64245075
349,0.08574,0.074680001,0.068559997,0.069799997,0.120300002,0.0009,0.129120007,0.097719997,Soybeans,0.077595848,3.528520692,1.560445365,0.23919563
350,0.071999997,0.05858,0.05184,0.037729999,0.210450001,0.00078,0.095410001,0.04507,Corn,0.027148991,-0.440314937,-0.438271015,0.69776392
351,0.073820002,0.061840001,0.05446,0.050159998,0.187900007,0.00084,0.114,0.064099997,Corn,0.127858822,-1.132407562,-0.445328775,0.541008532
352,0.083590001,0.07426,0.067059997,0.07308,0.117449999,0.0009,0.15518,0.121319998,Winter Wheat,0.167578191,1.394507088,1.768327138,0.209786147
353,0.072980002,0.05982,0.057,0.039019998,0.220819995,0.00076,0.102480002,0.0471,Corn,0.053557451,0.363755512,-1.03920852,0.700720966
354,0.080459997,0.069920003,0.061500002,0.070519999,0.12472,0.00082,0.1558,0.112460002,Soybeans,0.006832984,0.506956418,0.008076815,0.276079953
355,0.077320002,0.065260001,0.054260001,0.058340002,0.100440003,0.00078,0.120959997,0.086819999,Soybeans,0.107414004,9.65092582,3.247824734,0.26375708
356,0.073739998,0.061620001,0.055840001,0.048760001,0.165900007,0.00088,0.112020001,0.062579997,Corn,0.026629559,1.936384518,0.021727355,0.544227064
